Unnamed: 0,url,title,text,longtitude,latitude,incident_type,sub_category,Date,Latitude,Longitude,Incident_type,Incident_sub_type,GPE,LOC
162088.0,https://www.pravda.com.ua/eng/news/2023/03/26/7395152/,Defence forces repel more than 50 attacks on four fronts – General Staff report ,"On Sunday, Ukrainian defenders repelled more than 50 Russian attacks on the Lyman, Bakhmut, Avdiivka, and Mariinka fronts, where the hostile troops were advancing.Source: evening summary of the General Staff of the Armed Forces of UkraineQuote: ""The enemy is concentrating its main efforts on conducting offensive actions on the Lyman, Bakhmut, Avdiivka, and Mariinka fronts. Thanks to professional and coordinated actions, our defenders repelled more than 50 enemy attacks on these [fronts].""Details: During the day, the Russians launched one missile attack and 16 air strikes, carrying out more than ten attacks from multiple rocket launch systems. The probability of launching missile and air strikes on the entire territory of Ukraine remains high because Russia continues to use the terror tactics.On the Volyn, Polissia, Sivershchyna, and Slobozhanshchyna fronts, the operational situation has not changed significantly, and no signs of the formation of offensive groups of the occupiers have been detected. In Belarus, combat training activities of Russian army units are ongoing. Russia continues to maintain its military presence in border areas of the Kursk and Belgorod oblasts.During the day, the enemy shelled the settlements of Novovasylivka, Bachivsk, Atynske, Volfyne, Myropilske, Pokrovka, Popivka of the Sumy Oblast, as well as Tymofiivka, Veterynarne, Hraniv, Kozacha Lopan, Hlyboke, Gatyshche, Kolodiazne, Dvorichna, Zapadne, and Kamianka in Kharkiv Oblast.On the Lyman front, during the day, the Russians conducted unsuccessful offensive actions in the area of the Synkivka and Vesele settlements. They conducted shelled Kupiansk district of the Kharkiv Oblast; Makiivka, Nevsky, Dibrova, Bilohorivka in the Luhansk Oblast, as well as Kolodiazi, Lyman, and Vyimka in the Donetsk Oblast.We have launched English Twitter! Follow us! On the Bakhmut front, the enemy continues its assault on the city of Bakhmut and the Ivanivske district of the Donetsk Oblast. The invaders shelled the settlements of Vasiukivka, Bondarne, Zaliznianske, Minkivka, Novomarkove, Hryhorivka, Bakhmut, Ivanivske, Maiorsk, and New-York.On the Avdiivka and Mariinka fronts, the Russians carried out offensive actions in the direction of the settlements of Novokalynove, Avdiivka, Sieverne, Pervomaiske, and Mariinka. It failed. Novokalynove, Krasnohorivka, Kamianka, Avdiivka, Netailove, Mariinka, and Heorhiivka of Donetsk Oblast were subjected to numerous enemy attacks.During the day, the invaders shelled the areas of Novomykhailivka, Vuhledar, and Velyka Novosilka of Donetsk Oblast on the Shakhtarsk front.The enemy continues defensive actions on the Zaporizhzhia and Kherson fronts. He shelled the settlements of Olhivske, Malynivka, Huliaipole, Novodanylivka, Novoandriivka of the Zaporizhzhia Oblast and Kherson, Zolota Balka, Mykhailivka, Beryslav, Vesele, Kozatske, Mykolaivka, Lvove, Antonivka, Blahovishchenske and Dniprovske of the Kherson Oblast.The Russian invaders continue to suffer huge losses. This forces them to set up their hospitals on the premises of civilian medical institutions.Thus, in the village of Novovasylivka, Pryazovsky District, Zaporizhzhia Oblast, the Russian occupying forces used the local hospital as a military hospital. As of 25 March, about 200 wounded Russian invaders are being treated there. Civilians have no access to medical facilities.During the day, the aviation of the defence forces of Ukraine struck three areas of concentration of personnel and military equipment of the occupiers; units of Rocket  Forces and Artillery hit three clusters of manpower, a radio-electronic warfare station, and an ammunition storage point.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,land,indirect_fire,3/26/23,,,,,,
171882.0,https://www.pravda.com.ua/eng/news/2023/03/24/7394969/,Russians use drone to drop explosives on administrative building in Beryslav,"Russian occupiers attacked one of the administrative buildings in the city of Beryslav, Kherson Oblast. Source: Volodymyr Litvinov, Head of Beryslav District State Administration, on Telegram Details: According to Litvinov, ""quite a lot of windows"" were broken in the building. According to preliminary information, the explosives were dropped from a drone. Fortunately, no one was hurt in the attack.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,air,loitering_munition,3/24/23,,,,,,
175756.0,https://www.pravda.com.ua/eng/news/2023/03/26/7395108/,Ukrainian forces repel over 85 Russian assaults – General Staff report,"During 25 March, Ukraine’s defence forces repelled more than 85 Russian assaults.Source:  General Staff of the Armed Forces of Ukraine on Facebook, information as of 06:00 on 26 MarchQuote: ""Over the past day, the occupiers carried out 34 air and 4 missile strikes, and fired more than 70 times from multiple-launch rocket systems, in particular, on civilian infrastructure targets. There are civilian casualties.The enemy continues to focus its main efforts on conducting offensives on the Lyman, Bakhmut, Avdiivka and Marinka fronts. Our troops repelled over 85 assaults on these fronts.""Details: On the Volyn, Polissia, Sivershchyna and Slobozhanshchyna fronts, the operational situation has not changed significantly, and no signs of the formation of offensive groups have been detected. During the last 24 hours, Russian attackers fired on areas in and around the settlements of Horodyshche in Chernihiv Oblast, Kharkivka, Novovasylivka, Ukrainske and Bachivsk in Sumy Oblast, and Chervona Zoria, Veterynarne, Strilecha, Krasne, Neskuchne, Vovchansk, Vilcha and Krasne Pershe in Kharkiv Oblast.On the Lyman front, over the last 24 hours the Russians conducted unsuccessful offensives in and around Synkivka, Kreminna, Bilohorivka and Vyimka. The areas in and around Pishchane, Dvorichna, Kupiansk and Tabaivka in Kharkiv oblast, Stelmakhivka, Makiivka, Nevske, Dibrova and Bilohorivka in Luhansk Oblast, and Vyimka and Vesele in Donetsk Oblast came under fire.On the Bakhmut front, the occupiers continued their assault on the city of Bakhmut, which is held by Ukrainian forces, as well as shelling the vicinity of Bohdanivka and Predtechyne in Donetsk Oblast. Russian invaders fired on the areas in and around Orikhovo-Vasylivka, Novomarkove, Bakhmut, Chasiv Yar, Stupochky, Oleksandro-Shultyne, Kostiantynivka, Pivnichne and New-York in Donetsk Oblast.We have launched English Twitter! Follow us! On the Avdiivka and Marinka fronts, Russian forces carried out unsuccessful offensive actions towards Keramik, Avdiivka, Tonenke, Sieverne, Vodiane, Pervomaiske, Marinka and Novomykhailivka. The settlements of Avdiivka, Sieverne, Tonenke, Netailove, Krasnohorivka, Marinka, Pobieda, Novomykhailivka, Paraskoviivka and Prechystivka in Donetsk Oblast suffered numerous attacks.On the Zaporizhzhia and Kherson fronts, the Russians continue to conduct defensive actions. They are firing on the settlements of Olhivske, Malynivka, Novodanylivka, Orikhiv, Novoandriivka and Stepove in Zaporizhzhia Oblast, and Kherson, Kozatske, Lvove, Ivanivka, Komyshany and Kizomys in Kherson Oblast.Over the last 24 hours, the Ukrainian Air Force has carried out 11 strikes on clusters of Russian personnel and military equipment. Ukrainian defenders downed Russian Orlan-10 and Supercam UAVs.Units of Ukraine’s Rocket Forces and Artillery hit three Russian command points and five clusters of manpower, weapons and military equipment.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,land,indirect_fire,3/26/23,,,,,,
177233.0,https://www.pravda.com.ua/eng/news/2023/03/30/7395797/,"Ukraine's Air Force: Russia deploys Shahed drones to attack Ukraine, strikes Kharkiv with S-300 missiles","Russia deployed kamikaze drones in an attack on Ukraine late on Thursday, 30 March. Russian forces are also deploying S-300 missiles to attack the northeastern city of Kharkiv from the territory of the Russian Federation.Source: Yurii Ihnat, spokesman for the Air Force of the Armed Forces of Ukraine, in a comment for Ukrainska PravdaQuote: ""Around a dozen Shahed [drones] have entered [Ukraine] from the north. The enemy also deployed S-300 missile systems to launch missiles on Kharkiv from the territory of Belgorod Oblast [in Russia].""Previously: In the evening of 30 March, at 22:00, an air-raid warning was issued in Kyiv Oblast and the city of Kyiv. Sirens also sounded in Sumy, Chernihiv and Kharkiv oblasts.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,security,arrest,3/30/23,,,,,,
182144.0,https://www.pravda.com.ua/eng/news/2023/03/28/7395385/,Ukrainian Security Service specialforces destroy Russian Tor anti-aircraft missile system,"Special Forces from Special Operations Centre A of the Security Service of Ukraine (SSU) have destroyed a Tor anti-aircraft missile system using a kamikaze drone.Source: SSU press serviceQuote: ""This is the fourth Tor our soldiers have racked up in March alone! By the way, these systems are used to hit air targets up to 12 km away and at an altitude of 10 km. So we have to ask the question: 'What happened?'""Details: Another target was reportedly a Russian Grad multiple rocket launcher, which was also reduced to scrap metal after the drone hit.The date and front where the Special Forces were operating remain, as ever, undisclosed.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!We have launched English Twitter! Follow us! ",,,missile,,3/28/23,,,,,,
183486.0,https://www.pravda.com.ua/eng/news/2023/04/2/7396132/,Russian media: St Petersburg woman detained on suspicion of murdering propagandist,"Russian security forces have detained Darya Trepova, a resident of St Petersburg, on suspicion of murdering propagandist Vladlen Tatarsky.Source: Russian media outlet Interfax, citing an informed source; FontankaDetails: Darya Trepova, born in 1997, has been detained on suspicion of Tatarsky's murder and taken to the investigator, the agency’s source said.According to the source, the investigation has reason to believe that Trepova brought a box containing a bust of Tatarsky that had been rigged with an explosive device to a cafe [where an event was taking place].This information has not yet been officially confirmed.Earlier, Fontanka reported that security forces were looking for a young woman named Darya. ""She is already known to the police, as they have detained her at rallies,"" the media outlet reported.Fontanka also posted photographs provided by one of the meeting’s attendees that show the young woman who is believed to have given the statuette to Tatarsky.We have launched English Twitter! Follow us! ""The young woman presented him with a bust and was going to her seat, but Vladlen stopped her and asked her to sit next to him. She said she was too shy, but went [to do so]. The second photo shows the moment when she sits down not far from Vladlen,"" said an eyewitness.Ksenia Sobchak's Telegram channel Krovavaya Barynya (Bloody Lady) reported that Darya Trepova was previously detained at an anti-war rally on 24 February. There was a hearing under the standard article on demonstrations - Art. 20.2.2 part 1 of the Russian Code of Administrative Offences.Background: Vladlen Tatarsky, a Russian ""war correspondent"" (military blogger), was killed in an explosion on Sunday in a cafe in central St Petersburg that formerly belonged to Yevgeny Prigozhin, the owner of the Wagner Group Private Military Company. 25 people were injured.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,security,arrest,4/2/23,,,,,,
190111.0,https://www.pravda.com.ua/eng/news/2023/04/1/7396047/,"Russians strike Avdiivka, damage administrative building ","On Saturday, 1 April, the Russians launched a missile strike on the city of Avdiivka, damaging an administrative building and an infrastructure facility.Source: Andrii Yermak, Head of the President's Office, on Telegramphoto: Andrii Yermak on Telegram Quote: ""The enemy launched a missile airstrike on the city of Avdiivka.The first missile hit an administrative building, and the second also hit an infrastructure facility.People were in shelters, there were no casualties or injuries.""Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,missile,,4/1/23,,,,,,
191399.0,https://www.pravda.com.ua/eng/news/2023/03/22/7394535/,"""Terrorist"" killed while in custody was sent from Poland and was to flee to Ukraine","State TV channels in Belarus have aired detailed stories about an alleged foreign terrorist who was killed during an attempt to arrest him in the Belarusian city of Hrodna a few days ago, claiming that he allegedly arrived from Poland and was then supposed to go to Ukraine.Source: Zerkalo.io citing Belarus’ ONT and CTV channelsThe man, who was killed during the storming of an apartment in Hrodna, allegedly had a Russian passport in the name of Alexei Lomakin, but the man's fingerprints were not found on either the Russian or the Belarusian database. A representative of the Belarusian State Committee for Forensic Examinations in a comment for the story said that the passport form itself is genuine, and the data had been changed by peeling off the laminating layer and inserting a new page with other data under it, which had been printed out on a printer.""Lomakin"" allegedly arrived from Poland, and also changed addresses several times within a short period: on 24-28 February he was in Mahilioŭ, from 1 March for a short time in Minsk, then almost immediately after that he moved to Hrodna, where he rented an apartment which was eventually stormed by the security forces.TV stories report that ""Lomakin"" allegedly used bad make-up, a wig and clothes that helped to change the proportions of his body, and ""even the taxi drivers who delivered him alcohol gave him dirty looks"".They also added a taxi driver's comment, where he says that ""Lomakin's"" hair looked very unnatural, that he offered the taxi driver a drink and asked if he had friends who ""can drink with him and do not talk too much"".""Lomakin"" allegedly monitored the buildings of security forces, large businesses, the railway station and the homes of the leadership of the security sector and officials with the aim of organising a terrorist attack. He apparently had to assemble the explosive device himself on Belarusian territory.We have launched English Twitter! Follow us! In March he reportedly bought a wireless doorbell that works at a distance of 100 metres and another with a 5-metre wire ""to prepare for a remote detonation"", bought ""12 metres of reinforcing bar"" in rolled metal, which were meant to become the debris during the explosion. He allegedly had caches of explosives, a Kalashnikov assault rifle and grenades.Further in the story, it was said that on 18 March, the ""terrorist spy"" took an AK rifle with cartridges and grenades, which he had in a cache near Hrodna, to the apartment, and on 19 March, the security forces came to storm it. ""Lomakin"" allegedly barricaded himself and tried to resist with the weapons he had. The TV channel gives a detailed description of how the skirmish took place, with the detonation of a grenade and shots from an AK. They allegedly tried to save the wounded ""terrorist"", but he died on the way to the hospital.For 21-23 March, ""Lomakin"" had an apartment booked in Homieĺ, and from there he allegedly planned to leave for Ukraine.The KGB [State Security Committee of the Republic of Belarus  ed.] said that during the search of the apartment, they found ""an AK-74 assault rifle, 2 magazines for it, an F1 grenade, 26 pieces of metal reinforcing bar, a radio-controlled doorbell, a foreign passport with signs of forgery, and a wig"".The Association of Security Forces of Belarus (BYPOL) [Belarusian organisation that was created by former employees of law enforcement agencies to counter the Belarusian authorities – ed.] considers the events to be ""staged"" by the Belarusian special services.Background: On 19 March, the State Security Committee of Belarus announced the death of a foreigner during his arrest who was allegedly planning a terrorist attack.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,security,arrest,3/22/23,,,,,,
194901.0,https://www.pravda.com.ua/eng/news/2023/04/2/7396116/,Famous propagandist killed in an explosion in St Petersburg cafe that belonged to Wagner Group owner,"Vladlen Tatarsky, a Russian ""war correspondent"" (military blogger), has been killed in an explosion in a cafe in central St Petersburg that formerly belonged to Yevgeny Prigozhin, the owner of the Wagner Group Private Military Company. 30 people were injured.Source: TASS; Fontanka; RIA NovostiDetails: Russian emergency services told TASS that the explosion occurred in the Street-Bar cafe on Universitetskaya Embankment in central St Petersburg.TASS later reported, citing law enforcement officers, that an explosive device containing over 200 g of TNT had gone off in the cafe.The number of casualties currently stands at 16. One person was killed in the explosion.Fontanka reported that the cafe used to belong to Yevgeny Prigozhin. A Cyber Z Front ""discussion club"" holds meetings in the cafe on weekends.We have launched English Twitter! Follow us! RIA Novosti and TASS sources reported that Vladlen Tatarsky, a ""war correspondent"", was killed in the explosion. The Russian Ministry of Internal Affairs later confirmed Tatarsky’s death.The St Petersburg Governor later reported that the number of casualties rose to 25 and said that 19 of them have been hospitalised. Later, the number of injured increased to 30 people. The Russian Ministry of Health reported that 24 people injured in the St Petersburg explosion were hospitalised, including 6 in critical condition, and 18 in moderate condition or with minor injuries.The Russian Investigative Committee opened a criminal case over Tatarsky's murder under Article 105 of the Criminal Code of the Russian Federation.Sources told Fontanka that a statuette that Tatarsky was given by a woman had been rigged with explosives.The statuette exploded during the event celebrating Tatarsky’s work.PHOTO FROM THE TATARSKY EVENT on APRIL 2Residents of St Petersburg said that Tatarsky was presented with the statuette by a young woman. He thanked her for the gift, and she took her place in the room. The explosion occurred five minutes later. The guests sitting in the front rows sustained the most serious injuries. The police are searching for the woman who gave the statuette to Tatarsky.Mykhailo Podoliak, advisor to the Office of the President of Ukraine, said that in Russia, ""spiders stuck in a jar are devouring one another"".""The Russian Federation sets off… Spiders stuck in a jar are devouring one another. The question of when domestic terrorism would become a tool of domestic political struggle  in the tightly controlled country was a question of time, like waiting for an abscess to burst. There are irreversible changes and a great turmoil ahead of Russia. We, meanwhile, have our own work to do,"" Podoliak wrote.У Рф починається… Павуки поїдають один одного в банці. Питання «Коли внутрішній тероризм стане інструментом внутрішньої політичної боротьби?» у країні закручених гайок було питанням часу, як прорив дозрілого гнійника. Рф чекають незворотні процеси і Смута 2.0. А нам своє робити— Михайло Подоляк (@Podolyak_M) April 2, 2023Reference: Fontanka reported that Vladlen Tatarsky (real name Maksim Fomin) was born in Makiivka [an industrial city in Ukraine’s Donetsk Oblast - ed.] in 1982. He worked as a miner, then in private business. In 2014, when Russia started its hybrid aggression in Donbas, Tatarsky was in prison in Horlivka for armed robbery.After the prison where he was being held was shelled, Tatarsky found himself free. Fontanka reported that he joined an armed [pro-Russian or Russian-backed] militia, fighting under the command of Igor Bezler, and was then ""forced to transfer"" to a unit in the forces of the Luhansk People’s Republic, an illegal [and Russian-backed] terrorist formation.Tatarsky later served in ""defence intelligence"" but switched to ""journalism"" in 2017. He founded a group called Terykony Donbasu (Slag Heaps of Donbas) around the same time. In February 2022, he returned to the front as a ""war correspondent"".Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,blast,ied,4/2/23,,,,,,
196398.0,https://www.pravda.com.ua/eng/news/2023/04/3/7396230/,Man killed by Russian explosives in Kherson Oblast while trying to move them,"A 60-year-old man has been killed near the village of Shliakhove in the Beryslav hromada [an administrative unit designating a town, village or several villages and their adjacent territories – ed.] of Kherson Oblast while trying to move a Russian explosive device by himself.Source: Kherson Oblast Military Administration’s press serviceQuote: ""A 60-year-old man tried to carry an unknown explosive device on his own. It  detonated in his hands.""Details: The injuries sustained due to the detonation of the explosives were reportedly too severe, and the man has died on the spot.The authorities have stressed that most of Kherson Oblast's territories are covered with Russian mines, tripwires and ammunition. Therefore, residents must be as careful as possible to avoid a tragedy.See also: Decades and billions of dollars. When will Ukrainian fields and cities be cleared of mines?Background: An action plan for mine clearance of agricultural land for the sowing campaign was approved on Monday, 20 March, following the results of the meeting of the National Mine Action Authority.We have launched English Twitter! Follow us! Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,blast,landmine,4/3/23,,,,,,
198709.0,https://www.pravda.com.ua/eng/news/2023/03/25/7395028/,Ukraine's defenders destroy Russian helicopter Mi-24 and artillery unit – General Staff,"Over the course of the past 24 hours, Ukraine's defence forces hit 21 Russian clusters of manpower, downed Russian drones and a helicopter, and destroyed an artillery unit. Source: General Staff of the Armed Forces of Ukraine, information as of 06:00 on 25 MarchQuote: ""Ukrainian Air Force carried out 17 strikes on clusters of Russian military personnel and equipment on 24-25 March. At the same time, defenders shotdown the enemy's helicopter Mi-24 and six unmanned aerial vehicles of various types.Meanwhile, Ukrainian Rocket Forces and Artillery units hit two command posts, four clusters of Russian personnel, weapons and military equipment, two anti-aircraft missile systems, an ammunition storage point, an artillery unit at a firing position and two electronic warfare stations.""""The enemy is concentrating its main efforts on conducting offensive operations on the Lyman, Bakhmut, Avdiivka, Marinka, and Shakhtars'k fronts. Our defenders repelled 59 enemy attacks there.""""In Enerhodar, Zaporizhzhia Oblast, the Russian occupiers organise ""tours"" for high school children to Volgodonsk, to the Rostov NPP.""We have launched English Twitter! Follow us! Details: Over the course of the day, Russian forces conducted 50 air strikes and 11 missile strikes, and hit the positions of Ukrainian troops and the settlements' civilian infrastructure 75 times, using multiple rocket launchers. There were fatalities.Apart from that, Russian forces attacked the areas of the settlements of Horodyshche in Chernihiv Oblast; Kharkivka, Studenok, Iskryskivshchyna, Vorozhba, Bilopillya, Richky, Myropillya in Sumy Oblast; as well as Basove, Veterynarne, Kozacha Lopan, Hoptivka, Krasne, Ohirtseve, Vovchansk, Budarky, Ambarne, and Topoli in Kharkiv Oblast. On the Kupiansk and Lyman fronts, Russian forces conducted unsuccessful offensive operations in the area of Serebrianka Forest and the settlements of Hrianykivka, Syn'kivka, Dibrova, Bilohorivka, and Spirne. Occupiers deployed artillery to attack the areas of the settlements of Kaminka, Dvorichna, Hrianykivka, Zapadne, Kupiansk, Pishchane, and Tabayivka in Kharkiv Oblast; Stelmakhivka, Nevske, Dibrova, and Bilohorivka in Luhansk Oblast, and also Terny and Spirne in Donetsk Oblast. On the Bakhmut front, the Russian army never stopped its assault on the city of Bakhmut and the areas in and around the settlements of Orikhovo-Vasylivka, Bohdanivka, Ivanivske and Stupochky in Donetsk Oblast. They also attacked the areas in and around the settlements of Minkivka, Orikhovo-Vasylivka, Hryhorivka, Bakhmut, Ivanivske, Chasiv Yar, Stupochky, Predtechyne, Oleksandro-Shultyne, Zalizne, Pivnichne, and Toretsk.On the Avdiivka, Marinka and Shakhtarsk fronts, Russian forces conducted unsuccessful offensive actions near the settlements of Keramik, Stepove, Avdiivka, Sieverne, Marinka, Novomykhailivka and Vuhledar. The areas in and around the settlements of Avdiivka, Tonenke, Netailove, Lastochkyne, Heorhiivka, Marinka, Pobieda, Novomykhailivka, Novomykhailivka, Vuhledar, Prechystivka and Zolota Nyva in Donetsk Oblast were subjected to numerous Russian attacks.On the Zaporizhzhia and Kherson fronts, Russian forces are in the defensive position. At the same time, they are attacking the areas in and around the settlements of Olhivske, Malynivka, Chervone, Huliaipole, Zaliznychne, Charivne, Bilohiria, Mala Tokmachka, Novodanylivka, Orikhiv, Novoandriivka and Stepove in Zaporizhzhia Oblast; Beryslav, Tiahynka, Antonivka, Bilozerka, Kizomys, Shyroka Balka, and the city of Kherson in Kherson Oblast. Over the course of the past 24 hours, the Ukrainian Air Force carried out 17 strikes on clusters of Russian military personnel and equipment. At the same time, the defenders shotdown Russian Mi-24 helicopter and 6 unmanned aerial vehicles of various types.At the same time, Ukrainian Rocket Forces and Artillery units hit two command posts, four clusters of Russian personnel, weapons and military equipment, two anti-aircraft missile systems, an ammunition storage point, an artillery unit at a firing position and two electronic warfare stations.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,air,rotary_wing,3/25/23,,,,,,
201767.0,https://www.pravda.com.ua/eng/news/2023/03/30/7395755/,North Macedonia's government approves supply of combat helicopters to Ukraine,"The Macedonian government decided on Wednesday evening to supply a certain number of combat helicopters to Ukraine, as previously announced by Defence Minister Slavjanka Petrovska.Source: European Pravda, citing FokusQuote: ""The government has considered and taken note of the information about the need to conclude a protocol on the transfer of aircraft (helicopters) between the ministries of defence of North Macedonia and Ukraine and adopted the relevant protocol,"" the government in Skopje said.Although the decision did not specify the types of helicopters, Defence Minister Slavjanka Petrovska has previously spoken about the intention to transfer Mi-24 helicopters to Ukraine, which Skopje purchased from Kyiv in 2001.Out of the 12 Mi-24 attack helicopters and four Mi-8/17 multi-role helicopters in the country, only two of each type are currently in use.These four helicopters are currently in service, and four more Mi-24Bs have been modernised over the past decade in cooperation with the Israeli company Elbit Systems. They have been adapted for interaction with NATO forces and are equipped with avionics that allow the use of night vision goggles (NVG) and the Aviators Head-Up Display (ANVIS/HUD) night vision system.Background: We have launched English Twitter! Follow us! Last year in August, North Macedonia supplied four Su-25 attack aircraft to Ukraine, which it bought from Kyiv during the conflict in 2001. Also, North Macedonia handed over Soviet T-72 tanks to Ukraine, which it planned to decommission in the coming years.Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron!",,,air,rotary_wing,3/30/23,,,,,,
202688.0,https://www.pravda.com.ua/eng/news/2023/03/22/7394509/,"Night attack of ""Shahed"" on Kyiv Oblast: school dormitories in Rzhyshchiv damaged, four dead","Four people were killed and seven others injured in an overnight Russian attack on Kyiv Oblast, school dormitories were damaged, and four more people are being searched for under the rubble.Source: Kyiv Oblast Military Administration on Telegram; Iryna Prianyshnykova, a spokeswoman for the Kyiv Oblast Police in a comment to Ukrainska Pravda; State Emergency Service of Ukraine on Telegram; Andrii Nebytov, Chief of Kyiv Oblast National Police on TelegramQuote from Kyiv Oblast Military Administration: ""A civilian facility has been damaged due to an overnight drone attack in Kyiv Oblast. We currently know that there are three dead and seven wounded.""Details: This information was confirmed to Ukrainska Pravda by the oblast police.Quote from Prianyshnykova: ""There was an attack at around 03:00 (Kyiv time). A school dormitory in one of the districts of Kyiv Oblast has been damaged. We have information that there are three dead and seven wounded. A total of 20 people were taken to hospital.""Updated: Later, Viktoriia Ruban, Spokesperson for the State Emergency Service in Kyiv Oblast, stated to Ukrainska Pravda that as of 09:54, search and rescue workers uncovered the body of another victim from under the rubble of the school dormitory. Thus, as of 10:00, the death toll has risen to four as a result of the overnight Russian drone attack.PHoto: State Emergency Service of UkraineDetails: She did not name the settlement where the tragedy occurred, noting that state emergency service units, police and emergency services are working at the scene.  We have launched English Twitter! Follow us! The Kyiv Oblast Military Administration added that a fire had broken out due to the attack, and as of 05:50 (Kyiv time) had been contained.PHoto: State Emergency Service of UkraineAccording to the state emergency service, due to the Russian attack, the fourth and fifth floors of two five-storey school dormitories and a three-storey academic building belonging to a vocational lyceum [specialised secondary school] were partially destroyed, followed by burning, in the city of Rzhyshchiv, Kyiv Oblast.It is noted that at 06:50, the fire had been extinguished over an area of 330 square metres.According to the State Emergency Service, as of 07:00, three people had died, two people were injured and one person had been rescued, with four more people still probably trapped under the rubble.As of 08:40, debris removal and search and rescue operations were still ongoing.PHoto: State Emergency Service of UkraineAndrii Nebytov, Chief of Kyiv Oblast National Police, has stated that the fate of 5 people is currently unknown.He also said that among those killed was an ambulance driver who had come to rescue the victims.Background:Air-raid warnings were issued in the city of Kyiv and a number of Ukrainian oblasts on the night of 21-22 March.Air defence systems were activated in Kyiv, Khmelnytskyi and Zhytomyr oblasts following a Russian attack.Ukraine’s defence forces downed 16 out of 21 Russian Shahed-136 UAVs. In particular, eight enemy UAVs were detected over Kyiv, and all of them have been destroyed. Journalists fight on their own frontline. Support Ukrainska Pravda or become our patron! ",,,air,loitering_munition,3/22/23,,,,,,
