url,title,text,author,source,Date,Latitude,Longitude,Incident_type,Incident_sub_type
https://www.marketscreener.com/news/latest/India-and-China-snap-up-Russian-oil-in-April-above-price-cap--43531482/?utm_medium=RSS&utm_content=20230418,India and China snap up Russian oil in April above 'price cap',"(marketscreener.com) India and China have snapped up the vast majority of Russian oil so far in April at prices above the Western price cap of $60 per barrel, according to traders and Reuters calculations.https://www.marketscreener.com/news/latest/India-and-China-snap-up-Russian-oil-in-April-above-price-cap--43531482/?utm_medium=RSS&utm_content=20230418",,4-traders,4/18/23, , , , 
https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Russian-central-bank-official-sees-2023-growth-close-to-1-43532539/?utm_medium=RSS&utm_content=20230418,Russian central bank official sees 2023 growth close to 1%,"(marketscreener.com) Russia's economic growth this year is likely to come in at the top end of the central bank's forecast range of between minus 1% and 1%, a senior bank official said on Tuesday.https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Russian-central-bank-official-sees-2023-growth-close-to-1-43532539/?utm_medium=RSS&utm_content=20230418",,4-traders,4/18/23, , , , 
https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Russian-parliament-votes-to-introduce-life-sentences-for-treason-43532536/?utm_medium=RSS&utm_content=20230418,Russian parliament votes to introduce life sentences for treason,"(marketscreener.com) Russian lawmakers voted on Tuesday to introduce life sentences for those convicted of treason, part of a concerted drive since Moscow's invasion of Ukraine to step up punishment of dissenters and perceived traitors.https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/Russian-parliament-votes-to-introduce-life-sentences-for-treason-43532536/?utm_medium=RSS&utm_content=20230418",,4-traders,4/18/23, , , , 
https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/EU-proposes-1-2-billion-plan-to-counter-growing-cybersecurity-threats-43532909/?utm_medium=RSS&utm_content=20230418,EU proposes $1.2 billion plan to counter growing cybersecurity threats,"(marketscreener.com) The European Commission on Tuesday announced a 1.1-billion-euro plan to counter growing cybersecurity threats, underscoring mounting concerns about a series of high-profile hacking incidents.https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/EU-proposes-1-2-billion-plan-to-counter-growing-cybersecurity-threats-43532909/?utm_medium=RSS&utm_content=20230418",,4-traders,4/18/23, , , , 
https://www.marketscreener.com/quote/index/S-P-GSCI-NATURAL-GAS-INDE-46869167/news/Gazprom-says-Europe-set-to-struggle-fill-gas-storage-for-next-winter-43531908/?utm_medium=RSS&utm_content=20230418,Gazprom says Europe set to struggle fill gas storage for next winter,"(marketscreener.com) It will be very difficult for Europe to refill its gas storage to last year's levels after the continent ended the winter heating season with relatively low stockpiles, Russian natural gas giant Gazprom said on Tuesday.https://www.marketscreener.com/quote/index/S-P-GSCI-NATURAL-GAS-INDE-46869167/news/Gazprom-says-Europe-set-to-struggle-fill-gas-storage-for-next-winter-43531908/?utm_medium=RSS&utm_content=20230418",,4-traders,4/18/23, , , , 
https://www.marketscreener.com/news/latest/Russia-s-Lavrov-to-talk-Ukraine-grain-deal-with-UN-chief-next-week--43534905/?utm_medium=RSS&utm_content=20230418,Russia's Lavrov to talk Ukraine grain deal with UN chief next week,"(marketscreener.com) UNITED NATIONS -Russian Foreign Minister Sergei Lavrov will discuss the Ukraine Black Sea grain export deal with U.N. Secretary-General Antonio Guterres in New York next week, just weeks before the pact could expire unless Russian demands regarding its own exports are met. https://www.marketscreener.com/news/latest/Russia-s-Lavrov-to-talk-Ukraine-grain-deal-with-UN-chief-next-week--43534905/?utm_medium=RSS&utm_content=20230418",,4-traders,4/18/23, , , , 
https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/U-S-issues-fresh-charges-over-alleged-Moscow-influence-campaign-43534815/?utm_medium=RSS&utm_content=20230418,U.S. issues fresh charges over alleged Moscow influence campaign,"(marketscreener.com) The U.S. Justice Department announced new charges on Tuesday against four Americans in Florida and three Russians for allegedly working on behalf of Moscow ""to conduct a multi-year foreign malign influence campaign in the United States.""https://www.marketscreener.com/quote/currency/US-DOLLAR-RUSSIAN-ROUBL-2370597/news/U-S-issues-fresh-charges-over-alleged-Moscow-influence-campaign-43534815/?utm_medium=RSS&utm_content=20230418",,4-traders,4/18/23, , , , 
https://www.aljazeera.com/economy/2023/4/18/india-and-china-snap-up-russian-oil-in-april-above-price-cap,India and China snap up Russian oil in April above ‘price cap’,Russia is enjoying stronger revenues via oil sales despite the West&#039;s attempts to curb funds for its war in Ukraine.,,Al Jazeera English,4/18/23, , , , 
https://www.cnn.com/2023/04/11/americas/lula-brazil-china-visit-intl-latam/index.html,Brazilian President Lula travels to China with hopes for trade and peace,"Brazil's President Luiz Inácio Lula da Silva is heading to China on a state visit this week, with talks with Chinese leader Xi Jinping expected to focus largely on trade, as well as the war in Ukraine.",,CNN Americas,4/18/23, , , , 
https://www.cnn.com/2023/04/18/europe/russia-ukraine-putin-kherson-trip-intl/index.html,Putin visits Russian troops at military headquarters in Kherson,"Russian President Vladimir Putin visited troops at a military base in the southern Kherson region on Tuesday, at a critical stage in the war in Ukraine as Kyiv prepares to launch a spring offensive.",,CNN Europe,4/18/23, , , , 
https://www.forbes.com/video/6325330292112/,Evan Gershkovich: Russian Court Rejects U.S. Journalist’s Appeal Against Detention,"A Russian court on Tuesday rejected Wall Street Journal reporter Evan Gershkovich’s appeal against his arrest and pretrial detention on spying charges, as U.S. officials work to secure his release.",,Forbes,4/18/23, , , , 
https://www.forbes.com/sites/tylerroush/2023/04/18/russias-mens-basketball-team-banned-from-2024-olympics/,Russia’s Men’s Basketball Team Banned From 2024 Olympics,The Russian women’s team already missed qualifying for the Olympics after it was suspended from two events last year.,"Ty Roush, Forbes Staff",Forbes,4/18/23, , , , 
https://www.guadeloupe.franceantilles.fr/actualite/international/ukraine-zelensky-sur-le-front-poutine-en-zone-occupee-932157.php,"Ukraine : Zelensky sur le front, Poutine en zone occupée",,,France-Antilles Guadeloupe - INTERNATIONAL,4/18/23, , , , 
https://www.martinique.franceantilles.fr/actualite/international/ukraine-zelensky-sur-le-front-poutine-en-zone-occupee-932157.php,"Ukraine : Zelensky sur le front, Poutine en zone occupée",,,France-Antilles Martinique - INTERNATIONAL,4/18/23, , , , 
https://www.independent.co.uk/tv/news/russia-wall-street-journal-evan-gershkovich-b2321836.html,Wall Street Journal reporter Evan Gershkovich appears in Russian court for appeal hearing,US journalist Evan Gershkovich appeared in court in Moscow on Tuesday 18 April - the first time he had been seen in public for weeks.,Oliver Browning,Independent,4/18/23, , , , 
https://www.independent.co.uk/news/world/asia/ukraine-war-peace-macron-china-b2321917.html,Macron ‘working with China on secret plan for Ukraine war peace talks’,Kyiv’s line has been to veto anything that could allow Russia to keep any territorial gains from Moscow’s invasion,William Mata,Independent,4/18/23, , , , 
https://www.independent.co.uk/news/world/europe/russia-evan-gershkovich-court-ukraine-war-b2322071.html,Russian court rejects US reporter Evan Gershkovich’s detention appeal,"‘He’s in a combative mood,’ the journalist’s lawyer says. ‘He is ready to defend himself and to show that he is innocent’",Guy Faulconbridge and Andrew Osborn,Independent,4/18/23, , , , 
https://www.republicain-lorrain.fr/defense-guerre-conflit/2023/04/18/poutine-visite-des-zones-occupees-zelensky-se-rend-sur-le-front-de-l-est,"Guerre en Ukraine. Poutine visite des zones occupées, Zelensky se rend sur le front de l'Est","Le président ukrainien s'est rendu ce mardi dans la ville d'Avdiïvka, un des points les plus chauds sur le front Est en Ukraine. Un déplacement qui intervient peu après l'annonce par le Kremlin d'une visite de Vladimir Poutine dans des zones occupées d'Ukraine.",,La Republicain,4/18/23, , , , 
https://www.republicain-lorrain.fr/defense-guerre-conflit/2023/04/18/premiere-apparition-publique-au-tribunal-russe-du-journaliste-americain-gershkovich,Guerre en Ukraine. Première apparition publique au tribunal russe du journaliste américain Gershkovich,"Le journaliste américain a été arrêté par les services russes pour « espionnage », sans pour autant qu'aucune preuve ait été avancée.",,La Republicain,4/18/23, , , , 
https://www.republicain-lorrain.fr/economie/2023/04/18/menacee-de-boycott-la-vodka-absolut-arrete-ses-exportations-vers-la-russie,"Guerre en Ukraine. Menacée de boycott, la vodka Absolut arrête ses exportations vers la Russie","La marque de vodka Absolut, fleuron suédois du groupe français Pernod Ricard, avait discrètement repris ses exportations vers la Russie. Une décision qui a suscité de vives critiques de hauts responsables politiques en Suède, jusqu'au Premier ministre.",,La Republicain,4/18/23, , , , 
https://www.lemonde.fr/international/live/2023/04/18/guerre-en-ukraine-en-direct-moscou-convoque-les-ambassadrices-americaine-britannique-et-canadienne-et-les-accuse-d-ingerence_6169961_3210.html,"Guerre en Ukraine en direct : Moscou convoque les ambassadrices américaine, britannique et canadienne et les accuse d’« ingérence »","Vladimir Poutine est allé dans les régions occupées de Louhansk et Kherson, a annoncé le Kremlin. Kiev l’accuse de visiter la scène de ses « crimes ».",,Le Monde,4/18/23, , , , 
https://www.liberation.fr/international/europe/vodka-absolut-apres-avoir-repris-ses-exportations-en-catimini-vers-la-russie-pernod-ricard-cede-face-aux-critiques-20230418_ED7YWTKD2RARTGSRWQ23M2JNLY/,"Vodka Absolut : après avoir repris ses exportations en catimini vers la Russie, Pernod Ricard cède face aux critiques","Le distributeur français était menacé de boycott après avoir recommencé en toute discrétion à acheminer des bouteilles d’alcool vers la Russie, en dépit de la suspension de ce commerce depuis le début de l’invasion de l’Ukraine.","LIBERATION, AFP",Libération,4/18/23, , , , 
https://www.liberation.fr/idees-et-debats/editorial/en-ukraine-la-guerre-dusure-menace-les-hommes-et-les-esprits-20230418_FWG7P6234JANPJTBVAP3H75TO4/,"En Ukraine, la guerre d’usure menace les hommes et les esprits","«Nous forçons les Russes à consommer leurs ressources avant de mener notre propre contre-offensive», ­expliquent ainsi des soldats ukrainiens dans l’un des deux reportages que nous publions. C’est que le temps presse.",Alexandra Schwartzbrod,Libération,4/18/23, , , , 
https://www.lowellsun.com/2023/04/18/us-reporter-held-by-russia-on-spying-charges-denied-release/,US reporter held by Russia on spying charges denied release,"A Russian judge has ruled that American journalist Evan Gershkovich must remain behind bars on espionage charges. The case is part of a Kremlin crackdown on dissent and press freedom during the war in Ukraine. Appearing in public for the first time in weeks, the 31-year-old Wall Street Journal reporter stood in a defendant&#8217;s glass cage in Moscow City Court, wearing blue jeans and a navy blue gingham checked shirt. He paced at times and occasionally smiled as he acknowledged the other journalists in the courtroom. Gershkovich is the first U.S. correspondent since the Cold War to be...",Associated Press,Lowell Sun,4/18/23, , , , 
https://foreignpolicy.com/2023/04/18/ukraine-russia-war-counteroffensive-attack-bakhmut-himars/,Ukraine’s Longest Day,The first 24 hours of the expected counteroffensive will likely be decisive.,Franz-Stefan Gady,Lvin Press Kurdish,4/18/23, , , , 
https://foreignpolicy.com/2023/04/18/ukraine-russia-colin-kahl-china-pentagon-defense-leaks/,Colin Kahl: ‘We’re All In’ on Supporting Ukraine,"The Pentagon’s top policymaker on Kyiv’s forthcoming spring offensive, the impact of recent leaks, and the long-term challenge of China.",Ravi Agrawal,Lvin Press Kurdish,4/18/23, , , , 
https://nypost.com/2023/04/18/evan-gershkovich-appears-in-russian-court/,Wall Street Journal reporter Evan Gershkovich appears for first time in Russian court,"A Moscow court on Tuesday upheld the detention of American journalist Evan Gershkovich, who was arrested on espionage charges during a reporting trip late last month.",Isabel Keane,New York Post,4/18/23, , , , 
https://nypost.com/2023/04/18/scar-on-putins-neck-sparks-health-rumors/,Scar on Putin’s neck sparks health rumors,"An apparent scar on Vladimir Putin’s neck has sparked renewed rumors that the Russian president’s health may be seriously compromised amid the ongoing war in Ukraine. Putin, 70, was photographed with a strange mark on his neck while attending Orthodox Easter services at the Cathedral of Christ the Savior in Moscow on Sunday, the Ukrainian...",Olivia Land,New York Post,4/18/23, , , , 
https://www.laprensalatina.com/seeds-for-ukraine-supporting-devastated-regions-with-crops/,‘Seeds for Ukraine’: supporting devastated regions with crops,"By Rostyslav Averchuk Lviv, Ukraine, Apr 18 (EFE).- A Ukrainian initiative is inviting foreigners to send seeds to the country, in the hopes of distributing them to some 100,000 households in areas that were devastated by the months-long Russian occupation, enabling locals to grow their own food and avoid food shortages. “This is about solidarity &#8230;The post ‘Seeds for Ukraine’: supporting devastated regions with crops appeared first on La Prensa Latina Media.",Online News Editor,Prensa latina,4/18/23, , , , 
https://www.laprensalatina.com/zelenskyy-visits-frontline-troops-in-ukraines-besieged-avdiivka/,Zelenskyy visits frontline troops in Ukraine’s besieged Avdiivka,"Kyiv, Apr 18 (EFE).- Ukraine’s president Volodymyr Zelenskyy on Tuesday visited the eastern city of Avdiivka, where Ukrainian and Russian troops have been engaged in fierce fighting for months. He met soldiers and congratulated them on Orthodox Easter, which was celebrated over the weekend. “I have the honor to be here today, to thank you &#8230;The post Zelenskyy visits frontline troops in Ukraine’s besieged Avdiivka appeared first on La Prensa Latina Media.",Online News Editor,Prensa latina,4/18/23, , , , 
https://www.csmonitor.com/World/Europe/2023/0418/Kremlin-vs.-press-freedom-Judge-rejects-Gershkovich-s-appeal?icid=rss,Kremlin vs. press freedom: Judge rejects Gershkovich's appeal,"American journalist Evan Gershkovich remains in a Russian jail on espionage charges after a judge rejected his appeal on Tuesday. The U.S. government and Mr. Gershkovich’s employer deny the allegations, while the case elicits outrage in the West.",The Associated Press Staff,The Christian Science Monitor,4/18/23, , , , 
https://www.nytimes.com/2023/04/18/world/europe/russia-ukraine-bakhmut-airstrikes.html,"Russian Strikes Against Bakhmut Grow Fiercer, Ukraine Says","According to a top Ukrainian general, Kyiv’s forces remain in control in the ravaged city, the focus of months of fighting, but Russian forces are turning it “into ruins.”",Matthew Mpoke Bigg,The New York Times,4/18/23, , , , 
https://www.voasomali.com/a/putin-oo-booqday-gobollo-ka-tirsan-ukraine-/7055429.html,Putin 'oo booqday' gobollo ka tirsan Ukraine,"Ruushka ayaa maanta sheegay in Madaxweyne Putin uu booqday gobollada Ukraine ee Kherson iyo Luhansk, iyadoo uu halkaasi warbixin kaga dhagaystay taliyeyaasha Milatariga.",,VOA Somali,4/18/23, , , , 
https://www.actionforex.com/contributors/fundamental-analysis/496421-canada-inflation-takes-another-step-in-the-right-direction-in-march/,Canada: Inflation Takes Another Step in the Right Direction in March,"Consumer price inflation took a big step down in March to 4.3% year-on-year (y/y) from 5.2% in February. That is in line with market expectations. Prices at the pump rose in March (+1.2% month-on-month (m/m) NSA), but remained well below the heights of the early days of Russia&#8217;s invasion of Ukraine (-13.8% y/y). Energy prices [&#8230;]The post Canada: Inflation Takes Another Step in the Right Direction in March appeared first on Action Forex.",TD Bank Financial Group,actionforex,4/18/23, , , , 
https://www.bcheights.com/2023/04/18/bc-announces-ukraines-ambassador-to-the-u-s-will-deliever-commencement-address/?utm_source=rss&utm_medium=rss&utm_campaign=bc-announces-ukraines-ambassador-to-the-u-s-will-deliever-commencement-address,BC Announces Ukraine’s Ambassador to the U.S. Will Deliver Commencement Address,"Oksana Markarova, Ukraine’s ambassador to the United States, will deliver Boston College’s 2023 commencement address on May 22, according to a University release.The post BC Announces Ukraine’s Ambassador to the U.S. Will Deliver Commencement Address appeared first on The Heights.",Lucy Freeman,bcheights,4/18/23, , , , 
"https://www.bladi.net/revelations-armes-livrees-maroc-ukraine,101532.html",Des révélations sur les armes livrées par le Maroc à l'Ukraine,"Alors que la présumée livraison par le Maroc de 20 chars de conception soviétique à l'Ukraine qui est en guerre contre la Russie depuis bientôt un an a surpris plus d'un, des révélations viennent d'être faites sur cette opération. Contrairement à l'information diffusée par les médias internationaux, le Maroc n'a pas directement livré des armes à l'Ukraine. La livraison a été faite à son insu. L'acquisition par le Maroc de 150 chars T-72B à la Biélorussie remonte à 1999-2000. Au total, (...)-Maroc/ Ukraine, Russie, Défense - Armement",Bladi.net,bladi.net,4/18/23, , , , 
https://www.bostonherald.com/2023/04/18/us-reporter-held-by-russia-on-spying-charges-denied-release/,US reporter held by Russia on spying charges denied release,"A Russian judge has ruled that American journalist Evan Gershkovich must remain behind bars on espionage charges. The case is part of a Kremlin crackdown on dissent and press freedom during the war in Ukraine. Appearing in public for the first time in weeks, the 31-year-old Wall Street Journal reporter stood in a defendant&#8217;s glass cage in Moscow City Court, wearing blue jeans and a navy blue gingham checked shirt. He paced at times and occasionally smiled as he acknowledged the other journalists in the courtroom. Gershkovich is the first U.S. correspondent since the Cold War to be...",Associated Press,bostonherald,4/18/23, , , , 
https://financialpost.com/pmn/business-pmn/pernod-ricard-suspends-absolut-vodka-exports-to-russia-entirely-2,Pernod Ricard suspends Absolut vodka exports to Russia entirely,"LONDON/PARIS &#8212; French spirits group Pernod Ricard said it is suspending exports entirely of its premium vodka Absolut to Russia, having previously reduced sales following Moscow&#8217;s invasion of Ukraine. Last week, several media outlets reported that Absolut was &#8220;supplying products in an amount that can support local employees and give local entities economic sustainability,&#8221; citing [&#8230;]",Reuters,business,4/18/23, , , , 
https://financialpost.com/pmn/business-pmn/wheat-dips-on-higher-russian-harvest-outlook,Wheat dips on higher Russian harvest outlook,MEXICO CITY &#8212; Chicago wheat turned negative on Tuesday after hitting its highest price in nearly three weeks as Russia-focused agricultural consultancy Sovecon raised its harvest outlook and markets kept an eye on developments in the Black Sea region. Corn futures were mostly flat on the risks to Ukrainian supply as the market assessed mixed [&#8230;],Reuters,business,4/18/23, , , , 
https://cyprus-mail.com/2023/04/18/bank-of-cyprus-closes-accounts-of-russian-clients-forbes/,Bank of Cyprus closes accounts of Russian clients – Forbes,"The Bank of Cyprus has begun notifying its clients who are Russian citizens that their accounts will be closed, the Russian edition of Forbes magazine reported on Tuesday. Forbes cited Main Partner Trust, a company that provides financial services to its clients in Cyprus and said it confirmed the information...",Source: Cyprus News Agency,cyprus-mail,4/18/23, , , , 
https://cyprus-mail.com/2023/04/18/ukraine-agrees-with-poland-on-grain-transit-but-black-sea-deal-in-doubt/,"Ukraine agrees with Poland on grain transit, but Black Sea deal in doubt","Poland agreed on Tuesday to lift a ban on the transit of Ukrainian grain and food products, but Ukraine said a wartime deal allowing it to safely ship grain from Black Sea ports was still under threat. Failure to resume exports into eastern European countries or secure an extension of...",Reuters News Service,cyprus-mail,4/18/23, , , , 
https://cyprus-mail.com/2023/04/18/guardian-reports-link-abramovich-chelsea-and-cyprus/,"Guardian reports link Abramovich, Chelsea and Cyprus","What do Russian oligarch Abramovich and Chelsea football club have in common? Links to Cyprus apparently. In a series of exclusive reports dubbed ‘Oligarch files’ published by The Guardian on Tuesday, the newspaper obtained access to more than 300,000 leaked documents from offshore service provider Meritservus and affiliated companies. The...",Andria Kades,cyprus-mail,4/18/23, , , , 
https://www.dailymail.co.uk/news/article-11986107/Chinas-defence-minister-praises-Putin-promoting-world-peace.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,China's defence minister praises Putin for 'promoting world peace',A clip posted on NetEase Inc.'s short-video platform appears to show Li Shangfu reading prepared remarks in a meeting with Putin and Li's Russian counterpart on Sunday.,,dailymail,4/18/23, , , , 
https://www.dailymail.co.uk/news/article-11986509/Macron-bidding-team-China-secret-Ukraine-peace-plan.html?ns_mchannel=rss&ito=1490&ns_campaign=1490,Macron is 'bidding to team up with China for secret Ukraine peace plan',"The French president has tasked his foreign policy adviser Emmanuel Bonne to work alongside Wang Yi, China's top diplomat, to establish plans for future negotiations.",,dailymail,4/18/23, , , , 
https://www.deseret.com/u-s-world/2023/4/18/23687833/putin-visits-ukraine-while-russian-court-upholds-u-s-journalists-detention,Ukraine war updates: Putin visits troops in occupied regions in Ukraine,"In this photo taken from video released by Russian TV Pool on Tuesday, April 18, 2023, Russian President Vladimir Putin arrives at an undisclosed location. The Kremlin says Putin has visited headquarters of the Russian troops fighting in Ukraine.Pool Photo via Associated Press Russian President&nbsp;Vladimir Putin visited the Russian-occupied Kherson region in Ukraine to rally troops and to commemorate Orthodox Easter, which was celebrated on Sunday, the Kremlin announced Tuesday.Putin visits occupied regions in UkraineAs seen in a video released by the Kremlin, Putin met with troops at...",Hannah Murdock,deseretnews,4/18/23, , , , 
https://www.dvidshub.net/image/7745867/secretary-austin-departs-sweden,Secretary Austin Departs for Sweden,"Secretary of Defense Lloyd J. Austin III departs Joint Base Andrews, Md. en route to Stockholm, Sweden, April 18, 2023. While in Sweden, Secretary Austin will discuss security-related topics of mutual interest between the two nations and speak with senior Swedish defense and government officials. From Stockholm, Secretary Austin will travel to Germany where he and Chairman of the Joint Chiefs of Staff Gen. Mark Milley will host the 11th meeting of the Ukraine Defense Contact Group at Ramstein Air Base. AThey will join ministers of defense and senior military officials from nearly 50 nations...",Chad McNeeley,dvidshub,4/18/23, , , , 
https://sputnikglobe.com/20230418/proxy-war-with-russia-has-brought-wests-hegemony-to-brink-of-collapse-german-lawmaker-warns-1109630276.html,"Proxy War With Russia Has Brought West's Hegemony to Brink of Collapse, German Lawmaker Warns","The West’s decades-long push to drag Ukraine into the EU and NATO has sparked a direct confrontation with Russia, with the US and its allies sending weapons to Kiev and slapping over 12,600 sanctions on Moscow. These moves prompted Russia to reorient its economic ties to the developing world, and sparked a crisis in many EU countries.",,en,4/18/23, , , , 
